,Common Ground,Label,Transcript,Group
466,"green = 30, purple = 20, yellow = 50",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
467,"blue = 50, green = 50, yellow = 50",0,But 's I weights fifty,10
468,"blue = 50, purple = 50",0,But 's I weights fifty,10
469,blue < 50,0,But 's I weights fifty,10
470,yellow < 50,0,But 's I weights fifty,10
471,yellow > 50,0,yellow block less fifty less fifty,10
472,yellow != 50,0,yellow block less fifty less fifty,10
473,yellow = 50,0,yellow block less fifty less fifty,10
474,"green = 20, purple = 30, red = 20, yellow = 20",0,yellow block less fifty less fifty,10
475,yellow > 50,0,'s 's almost settled yellow block 's less fifty,10
476,yellow != 50,0,'s 's almost settled yellow block 's less fifty,10
477,yellow = 50,0,'s 's almost settled yellow block 's less fifty,10
478,"blue = 20, green = 30, purple = 10",0,'s 's almost settled yellow block 's less fifty,10
479,yellow > 50,0,oh yellow block fifty grams,10
480,yellow != 50,0,oh yellow block fifty grams,10
481,yellow < 50,0,oh yellow block fifty grams,10
482,"blue = 50, green = 10, purple = 10, yellow = 20",0,oh yellow block fifty grams,10
483,"blue = 20, green = 30, purple = 10, red = 10",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
484,"blue = 10, green = 10, purple = 30, red = 20",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
485,"blue = 30, green = 10, purple = 20, red = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
486,"blue = 20, green = 20, purple = 30, red = 10",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
