,Common Ground,Label,Transcript,Group
411,"green = 50, purple = 50",0,"purple block , green block fifty",6
412,"blue = 10, green = 30, purple = 30, yellow = 40",0,"purple block , green block fifty",6
413,"blue = 10, green = 30, purple = 50, red = 10",0,"purple block , green block fifty",6
414,"blue = 30, purple = 40, yellow = 40",0,"purple block , green block fifty",6
415,"blue = 40, purple = 40",0,"purple block , blue block forty right",6
416,"green = 10, purple = 50, red = 50, yellow = 20",0,"purple block , blue block forty right",6
417,blue < purple,0,"purple block , blue block forty right",6
418,"green = 10, purple = 10, red = 10, yellow = 50",0,"purple block , blue block forty right",6
419,"blue = 40, green = 50, yellow = 50",0,would yellow forty five could fifty since 're,6
420,"blue = 50, green = 10, red = 20, yellow = 30",0,would yellow forty five could fifty since 're,6
421,"blue = 10, purple = 40, red = 20, yellow = 40",0,would yellow forty five could fifty since 're,6
422,"green = 20, purple = 40, red = 10, yellow = 30",0,would yellow forty five could fifty since 're,6
423,red > 10,0,I tell red cube ten grams,7
424,red < 10,0,I tell red cube ten grams,7
425,red != 10,0,I tell red cube ten grams,7
426,"blue = 40, red = 10",0,I tell red cube ten grams,7
427,blue < 10,0,blue block seems ten,7
428,blue != 10,0,blue block seems ten,7
429,blue > 10,0,blue block seems ten,7
430,"green = 10, purple = 50, red = 20, yellow = 10",0,blue block seems ten,7
431,"blue = 20, red = 20",0,"red block , blue block twenty",7
432,"green = 20, red = 30, yellow = 20",0,"red block , blue block twenty",7
433,"blue = 50, green = 10, purple = 10, red = 20",0,"red block , blue block twenty",7
434,"green = 40, purple = 20, red = 40, yellow = 40",0,"red block , blue block twenty",7
435,"blue = 40, green = 40, red = 40",0,"red block , blue block , green block 's forty",7
436,"blue = 40, green = 50, purple = 30, yellow = 20",0,"red block , blue block , green block 's forty",7
437,"blue = 30, green = 40, purple = 10, red = 10",0,"red block , blue block , green block 's forty",7
438,"green = 50, purple = 20, red = 50",0,"red block , blue block , green block 's forty",7
439,purple < 30,0,purple block 's thirty,7
440,purple > 30,0,purple block 's thirty,7
441,purple != 30,0,purple block 's thirty,7
442,"blue = 10, green = 30, purple = 10, yellow = 40",0,purple block 's thirty,7
443,"green = 20, purple = 30, red = 30, yellow = 30",0,So twenty thirty,7
444,"purple = 30, red = 30, yellow = 20",0,So twenty thirty,7
445,"blue = 30, green = 30, purple = 20",0,So twenty thirty,7
446,"blue = 30, purple = 20, yellow = 20",0,So twenty thirty,7
447,"red = 50, yellow = 50",0,Fifty I,7
448,blue > 50,0,Fifty I,7
449,"blue = 50, purple = 50, red = 50, yellow = 50",0,Fifty I,7
450,"blue = 50, green = 50, yellow = 50",0,Fifty I,7
451,yellow < 50,0,ah yellow block 's fifty,7
452,yellow != 50,0,ah yellow block 's fifty,7
453,yellow > 50,0,ah yellow block 's fifty,7
454,"green = 10, red = 30, yellow = 40",0,ah yellow block 's fifty,7
455,yellow < 50,0,okay yellow block 's fifty,7
456,yellow != 50,0,okay yellow block 's fifty,7
457,yellow > 50,0,okay yellow block 's fifty,7
458,"blue = 40, purple = 20, red = 50, yellow = 10",0,okay yellow block 's fifty,7
459,green > 20,0,green twenty,8
460,green != 20,0,green twenty,8
461,green < 20,0,green twenty,8
462,"green = 50, purple = 10, yellow = 20",0,green twenty,8
463,"blue = 20, green = 20, purple = 10, red = 40",0,twenty purple block 's thirty,8
464,"blue = 10, purple = 40, red = 20, yellow = 40",0,twenty purple block 's thirty,8
465,"green = 20, purple = 40, red = 10, yellow = 30",0,twenty purple block 's thirty,8
466,"blue = 50, purple = 30, red = 20, yellow = 50",0,twenty purple block 's thirty,8
467,yellow < 40,0,oh yellow block 's forty,8
468,yellow = 40,0,oh yellow block 's forty,8
469,yellow != 40,0,oh yellow block 's forty,8
470,"blue = 20, green = 40, purple = 50, red = 30",0,oh yellow block 's forty,8
471,"blue = 40, purple = 40, yellow = 50",0,Between forty fifty,8
472,"blue = 40, green = 50, yellow = 50",0,Between forty fifty,8
473,"blue = 40, red = 50, yellow = 40",0,Between forty fifty,8
474,"green = 50, red = 40",0,Between forty fifty,8
475,"red = 50, yellow = 50",0,But n't less fifty actually,8
476,blue > 50,0,But n't less fifty actually,8
477,"blue = 50, purple = 50, red = 50, yellow = 50",0,But n't less fifty actually,8
478,"blue = 50, green = 50, yellow = 50",0,But n't less fifty actually,8
479,"red = 50, yellow = 50",0,Fifty heavy,8
480,blue > 50,0,Fifty heavy,8
481,"blue = 50, purple = 50, red = 50, yellow = 50",0,Fifty heavy,8
482,"blue = 50, green = 50, yellow = 50",0,Fifty heavy,8
483,yellow > 40,0,yellow block 's forty one,8
484,yellow < 40,0,yellow block 's forty one,8
485,yellow != 40,0,yellow block 's forty one,8
486,"blue = 10, green = 10, red = 20",0,yellow block 's forty one,8
487,yellow > 40,0,minus one yellow block forty nine,8
488,yellow < 40,0,minus one yellow block forty nine,8
489,yellow = 40,0,minus one yellow block forty nine,8
490,yellow != 40,0,minus one yellow block forty nine,8
491,yellow < 50,0,yellow block 's probably meant fifty placed differently,8
492,yellow != 50,0,yellow block 's probably meant fifty placed differently,8
493,yellow > 50,0,yellow block 's probably meant fifty placed differently,8
494,"blue = 20, green = 40, purple = 50, red = 10",0,yellow block 's probably meant fifty placed differently,8
495,red > 10,0,The red cube ten grams,9
496,red < 10,0,The red cube ten grams,9
497,red != 10,0,The red cube ten grams,9
498,red < green + yellow,0,The red cube ten grams,9
499,"blue = 40, red = 20",0,"would red block , blue block 's equal probably",9
500,"blue = 20, red = 10",0,"would red block , blue block 's equal probably",9
501,"blue = 20, red = 40",0,"would red block , blue block 's equal probably",9
502,"blue = 10, red = 20",0,"would red block , blue block 's equal probably",9
503,"blue = 40, green = 20, red = 40",0,"red block , blue block , green block 's probably equal",9
504,"blue = 50, green = 30, red = 10",0,"red block , blue block , green block 's probably equal",9
505,"blue = 40, green = 30, red = 10",0,"red block , blue block , green block 's probably equal",9
506,"blue = 20, green = 50, red = 30",0,"red block , blue block , green block 's probably equal",9
507,purple = 10,0,So got ten ten,9
508,"blue = 10, green = 10, red = 10, yellow = 10",0,So got ten ten,9
509,"green = 10, red = 10, yellow = 10",0,So got ten ten,9
510,"blue = 10, green = 10, purple = 10, red = 10",0,So got ten ten,9
511,"blue = 20, green = 10",0,"green block , blue block twenty ten right",9
512,"green = 10, purple = 20, red = 20, yellow = 50",0,"green block , blue block twenty ten right",9
513,"blue = 10, green = 50, purple = 20, yellow = 30",0,"green block , blue block twenty ten right",9
514,"blue = 30, green = 30, purple = 50, yellow = 30",0,"green block , blue block twenty ten right",9
515,"blue = 30, green = 30, purple = 30, red = 30",0,Look thirty gram block,9
516,yellow < 30,0,Look thirty gram block,9
517,"blue = 30, green = 30",0,Look thirty gram block,9
518,"green = 30, purple = 30, red = 30",0,Look thirty gram block,9
519,purple = green + yellow,0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
520,"green = 10, purple = 40, yellow = 30",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
521,"green = 10, purple = 40, yellow = 50",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
522,"green = 40, purple = 10, yellow = 10",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
523,"purple = 50, yellow = 30",0,purple block one thirty yellow block fifty less,9
524,"blue = 50, red = 40, yellow = 20",0,purple block one thirty yellow block fifty less,9
525,"blue = 30, green = 20, red = 10, yellow = 40",0,purple block one thirty yellow block fifty less,9
526,"blue = 40, green = 50, red = 10, yellow = 20",0,purple block one thirty yellow block fifty less,9
527,red > 10,0,I tell red cube ten grams,10
528,red < 10,0,I tell red cube ten grams,10
529,red != 10,0,I tell red cube ten grams,10
530,"blue = 50, green = 10, red = 10, yellow = 10",0,I tell red cube ten grams,10
531,"blue = 20, green = 10, red = 20",0,"green block twenty red block , blue block ten ten",10
532,"blue = 10, green = 10, red = 20",0,"green block twenty red block , blue block ten ten",10
533,"blue = 10, green = 20, red = 20",0,"green block twenty red block , blue block ten ten",10
534,"blue = 20, green = 10, red = 10",0,"green block twenty red block , blue block ten ten",10
535,"blue = 40, red = 20",0,"looks red block , blue block 're fairly equal",10
536,"blue = 20, red = 10",0,"looks red block , blue block 're fairly equal",10
537,"blue = 20, red = 40",0,"looks red block , blue block 're fairly equal",10
538,"blue = 10, red = 20",0,"looks red block , blue block 're fairly equal",10
539,"blue = 20, green = 10, red = 20",0,"right green block 's twenty red block , blue block two ten",10
540,"blue = 10, green = 10, red = 20",0,"right green block 's twenty red block , blue block two ten",10
541,"blue = 10, green = 20, red = 20",0,"right green block 's twenty red block , blue block two ten",10
542,"blue = 20, green = 10, red = 10",0,"right green block 's twenty red block , blue block two ten",10
543,"blue = 40, red = 20",0,"red block , blue block 're together",10
544,"blue = 20, red = 10",0,"red block , blue block 're together",10
545,"blue = 20, red = 40",0,"red block , blue block 're together",10
546,"blue = 10, red = 20",0,"red block , blue block 're together",10
547,"green = 30, purple = 40",0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
548,"green = 20, purple = 40",0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
549,"green = 50, purple = 50",0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
550,green != purple,0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
551,purple != green + red,0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
552,"green = 40, purple = 20, red = 30",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
553,"green = 30, purple = 30, red = 50",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
554,"green = 20, purple = 10, red = 50",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
555,"blue = 20, green = 20, red = 20",0,"'m guessing 's little bit left little bit left touches red line left hand side left line red red block , blue block , green block 's gon na heavier equal almost almost equal wait green block one 's twenty n't",10
556,"purple = 20, red = 50, yellow = 10",0,"'m guessing 's little bit left little bit left touches red line left hand side left line red red block , blue block , green block 's gon na heavier equal almost almost equal wait green block one 's twenty n't",10
557,"green = 50, red = 30, yellow = 30",0,"'m guessing 's little bit left little bit left touches red line left hand side left line red red block , blue block , green block 's gon na heavier equal almost almost equal wait green block one 's twenty n't",10
558,"blue = 40, green = 10, purple = 50, red = 50",0,"'m guessing 's little bit left little bit left touches red line left hand side left line red red block , blue block , green block 's gon na heavier equal almost almost equal wait green block one 's twenty n't",10
559,"blue = 50, green = 10, red = 20, yellow = 30",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
560,"blue = 20, green = 20, purple = 10, red = 40",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
561,"green = 20, purple = 40, red = 10, yellow = 30",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
562,"green = 30, purple = 30, red = 20, yellow = 30",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
563,"green = 30, purple = 20, yellow = 50",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
564,"green = 50, purple = 30, yellow = 20",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
565,"green = 50, purple = 20, yellow = 30",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
566,"green = 30, purple = 50, yellow = 20",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
567,"red = 50, yellow = 50",0,But 's I weights fifty,10
568,blue > 50,0,But 's I weights fifty,10
569,"blue = 50, purple = 50, red = 50, yellow = 50",0,But 's I weights fifty,10
570,"blue = 50, green = 50, yellow = 50",0,But 's I weights fifty,10
571,yellow = 50,0,yellow block less fifty less fifty,10
572,yellow > 50,0,yellow block less fifty less fifty,10
573,yellow != 50,0,yellow block less fifty less fifty,10
574,"blue = 30, red = 40, yellow = 50",0,yellow block less fifty less fifty,10
575,yellow = 50,0,'s 's almost settled yellow block 's less fifty,10
576,yellow > 50,0,'s 's almost settled yellow block 's less fifty,10
577,yellow != 50,0,'s 's almost settled yellow block 's less fifty,10
578,"green = 30, purple = 10, red = 20, yellow = 30",0,'s 's almost settled yellow block 's less fifty,10
579,yellow < 50,0,oh yellow block fifty grams,10
580,yellow != 50,0,oh yellow block fifty grams,10
581,yellow > 50,0,oh yellow block fifty grams,10
582,purple != 50,0,oh yellow block fifty grams,10
583,"blue = 10, green = 20, purple = 10, red = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
584,"blue = 10, green = 20, purple = 30, red = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
585,"blue = 30, green = 20, purple = 10, red = 10",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
586,"blue = 10, green = 10, purple = 20, red = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
